"연번","도로명주소","지번주소","x 좌표","y 좌표","건물명","구 명칭","전화번호","유형","개방시간","소재지 용도","화장실 현황","장애인화장실 현황","편의시설 (기타설비)","안내표지","소재지","비고"
"4163","서울특별시 영등포구 여의서로 62","서울특별시 영등포구 여의도동 83-6","126.92325770","37.53311100","한강공원화장실여의도17","영등포구","02-3780-0780","공중","상시(연중 개방)","공원","남1, 여1","손건조기2","한강사업본부 환경과"," "," "," "
"4164","서울특별시 영등포구 여의서로 160","서울특별시 영등포구 여의도동 81-8","126.91545800","37.53473110","한강공원화장실여의도19","영등포구","02-3780-0780","공중","상시(연중 개방)","공원","남1, 여1","손건조기2","한강사업본부 환경과"," "," "," "
"4165"," ","서울특별시 영등포구 여의도동  19-1","126.91656290","37.52148676","한강공원화장실여의도21","영등포구","02-3780-0780","공중","상시(연중 개방)","공원"," "," ","한강사업본부 환경과"," "," "," "
"4166","서울특별시 마포구 마포나루길 407","서울특별시 마포구 망원동 205-5","126.89747234","37.55395548","한강공원화장실망원9","마포구","02-3780-0780","공중","상시(연중 개방)","공원","남1, 여1","손건조기2","한강사업본부 환경과"," "," "," "
"4167","서울특별시 송파구 한가람로 65","서울특별시 송파구 잠실동 1-1","127.07455781","37.51885358","한강공원화장실잠실10","송파구","02-3780-0780","공중","상시(연중 개방)","공원","장애인 전용"," ","한강사업본부 환경과"," "," "," "
"4168"," ","서울특별시 마포구 합정동  352-5","126.90744796","37.54644930","한강공원화장실망원6","마포구","02-3780-0780","공중","상시(연중 개방)","공원","남1, 여1","손건조기2","한강사업본부 환경과"," "," "," "
"4169"," ","서울특별시 용산구 청암동  171","126.94585190","37.53426480","한강공원화장실망원1","용산구","02-3780-0780","공중","상시(연중 개방)","공원"," "," ","한강사업본부 환경과"," "," "," "
"4170"," ","서울특별시 마포구 상암동  496-192","126.86446326","37.57460455","한강공원화장실난지14","마포구","02-3780-0780","공중","상시(연중 개방)","공원"," ","손건조기2","한강사업본부 환경과"," "," "," "
"4171"," ","서울특별시 마포구 상암동  499-3","126.87077922","37.57094289","한강공원화장실난지13","마포구","02-3780-0780","공중","상시(연중 개방)","공원","공용1","손건조기2","한강사업본부 환경과"," "," "," "
"4172","서울특별시 마포구 한강난지로 22","서울특별시 마포구 상암동 495-81","126.87403340","37.56908990","한강공원화장실난지12","마포구","02-3780-0780","공중","상시(연중 개방)","공원","남1, 여1","손건조기2","한강사업본부 환경과"," "," "," "
"4173"," ","서울특별시 마포구 상암동  495-71","126.87634990","37.56803860","한강공원화장실난지10","마포구","02-3780-0780","공중","상시(연중 개방)","공원"," ","손건조기2","한강사업본부 환경과"," "," "," "
"4174"," ","서울특별시 마포구 상암동  482-417","126.87901780","37.56612380","한강공원화장실난지9","마포구","02-3780-0780","공중","상시(연중 개방)","공원","남1, 여1","손건조기2","한강사업본부 환경과"," "," "," "
"4175"," ","서울특별시 마포구 상암동  482-178","126.87966890","37.56476440","한강공원화장실난지7","마포구","02-3780-0780","공중","상시(연중 개방)","공원","남1, 여1","손건조기2","한강사업본부 환경과"," "," "," "
"4176","서울특별시 마포구 한강난지로 162","서울특별시 마포구 상암동 487-301","126.88482884","37.56310765","한강공원화장실난지3","마포구","02-3780-0780","공중","상시(연중 개방)","공원","남1, 여1","손건조기2","한강사업본부 환경과"," "," "," "
"4177","서울특별시 영등포구 노들로 99","서울특별시 영등포구 양화동 1-4","126.89167451","37.54487849","한강공원화장실양화5","영등포구","02-3780-0780","공중","상시(연중 개방)","공원","남1, 여1","손건조기2","한강사업본부 환경과"," "," "," "
"4178","서울특별시 마포구 토정로 4","서울특별시 마포구 합정동 97-1","126.91029673","37.54479607","한강공원화장실망원5","마포구","02-3780-0780","공중","상시(연중 개방)","공원"," ","손건조기2","한강사업본부 환경과"," "," "," "
"4179"," ","서울특별시 마포구 상수동  361","126.92186264","37.54374912","한강공원화장실망원4","마포구","02-3780-0780","공중","상시(연중 개방)","공원","공용1"," ","한강사업본부 환경과"," "," "," "
"4180"," ","서울특별시 마포구 마포동  422","126.94156898","37.53714693","한강공원화장실망원2","마포구","02-3780-0780","공중","상시(연중 개방)","공원"," ","손건조기2","한강사업본부 환경과"," "," "," "
"4181"," ","서울특별시 강서구 염창동  221-2","126.87817999","37.55317156","한강공원화장실양화6","강서구","02-3780-0780","공중","상시(연중 개방)","공원"," "," ","한강사업본부 환경과"," "," "," "
"4182"," ","서울특별시 마포구 상암동  1536-1","126.88900290","37.56055870","한강공원화장실난지2","마포구","02-3780-0780","공중","상시(연중 개방)","공원","공용1","손건조기2","한강사업본부 환경과"," "," "," "
"4183"," ","서울특별시 마포구 상암동  482-429","126.88257884","37.56442990","한강공원화장실난지5","마포구","02-3780-0780","공중","상시(연중 개방)","공원","남1, 여1","손건조기2","한강사업본부 환경과"," "," "," "
"4184","서울특별시 마포구 한강난지로 22","서울특별시 마포구 상암동 495-81","126.87207180","37.57047210","캠핑장 내","마포구","02-3780-0785","공중","상시(연중 개방)","공원"," ","손건조기2","한강사업본부 환경과"," "," "," "
"4185","서울특별시 마포구 마포나루길 407","서울특별시 마포구 망원동 205-5","126.89553750","37.55521649","한강공원화장실망원10","마포구","02-3780-0780","공중","상시(연중 개방)","공원","남1, 여1","손건조기2","한강사업본부 환경과"," "," "," "
"4186"," ","서울특별시 마포구 현석동  218","126.93320598","37.54178058","한강공원화장실망원3","마포구","02-3780-0780","공중","상시(연중 개방)","공원","공용1"," ","한강사업본부 환경과"," "," "," "
"4187"," ","서울특별시 중구 태평로1가  54-3","126.97720555","37.56649125","시청(1)역","중구","02-6110-1321","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자2비상벨18손건조기6"," "," "," "," "
"4188","서울특별시 종로구 종로 129","서울특별시 종로구 종로3가 10-5","126.99201673","37.57041941","종로3가(1)역","종로구","02-6110-1301","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대3유아용보호의자2비상벨15손건조기6"," "," "," "," "
"4189","서울특별시 종로구 종로 359","서울특별시 종로구 숭인동 116","127.01673553","37.57336716","동묘앞역","종로구","02-6110-1271","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대1유아용보호의자1비상벨4손건조기2"," "," "," "," "
"4190","서울특별시 종로구 종로 359","서울특별시 종로구 숭인동 116","127.01673553","37.57336716","동묘앞역","종로구","02-6110-1271","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대1유아용보호의자1비상벨7손건조기2"," "," "," "," "
"4191","서울특별시 동대문구 왕산로 7-1","서울특별시 동대문구 신설동 76-42","127.02445370","37.57610110","신설(1)역","동대문구","02-6110-1261","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자3비상벨14손건조기5"," "," "," "," "
"4192","서울특별시 종로구 종로 216","서울특별시 종로구 종로5가 82-1","127.00190308","37.57089473","종로5가역","종로구","02-6110-1291","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자2비상벨12손건조기6"," "," "," "," "
"4193","서울특별시 동대문구 왕산로 93","서울특별시 동대문구 제기동 65","127.03467275","37.57819463","제기동역","동대문구","02-6110-1251","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자4비상벨13손건조기6"," "," "," "," "
"4194","서울특별시 종로구 종로 129","서울특별시 종로구 종로3가 10-5","126.99201673","37.57041941","종로3가(1)역","종로구","02-6110-1301","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대1유아용보호의자0비상벨5손건조기2"," "," "," "," "
"4195","서울특별시 종로구 종로 359","서울특별시 종로구 숭인동 116","127.01673553","37.57336716","동묘앞역","종로구","02-6110-1271","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대1유아용보호의자1비상벨4손건조기2"," "," "," "," "
"4196","서울특별시 종로구 종로 359","서울특별시 종로구 숭인동 116","127.01673553","37.57336716","동묘앞역","종로구","02-6110-1271","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대1유아용보호의자1비상벨6손건조기2"," "," "," "," "
"4197","서울특별시 동대문구 왕산로 205","서울특별시 동대문구 청량리동 271","127.04555685","37.58088819","청량리역","동대문구","02-6110-1241","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대1유아용보호의자0비상벨2손건조기2"," "," "," "," "
"2412","서울특별시 강서구 양천로 715","서울특별시 강서구 염창동 252-15","126.87554027","37.54970065","강동주유소","강서구","02-2600-4073","공중","정시(09:00~22:00)","주유소및충전소"," "," "," "," "," "," "
"2413","서울특별시 강서구 양천로 720","서울특별시 강서구 염창동 263-8","126.87577196","37.54910762","염창동 주유소","강서구","02-2600-4073","공중","정시(09:00~22:00)","주유소및충전소"," "," "," "," "," "," "
"2414","서울특별시 강서구 공항대로71길 3","서울특별시 강서구 염창동 280-11","126.87156303","37.54763503","신한국주유소","강서구","02-2600-4073","공중","정시(09:00~22:00)","주유소및충전소"," "," "," "," "," "," "
"2415","서울특별시 강서구 국회대로 71","서울특별시 강서구 화곡동 931-11","126.84287508","37.52725553","신화곡주유소","강서구","02-2600-4073","공중","정시(09:00~22:00)","주유소및충전소"," "," "," "," "," "," "
"2416","서울특별시 강서구 곰달래로 207","서울특별시 강서구 화곡동 862-16","126.85603718","37.53157691","곰달래주유소","강서구","02-2600-4073","공중","정시(09:00~22:00)","주유소및충전소"," "," "," "," "," "," "
"2417","서울특별시 강서구 화곡로 273","서울특별시 강서구 화곡동 20-1","126.84709503","37.54933580","SK네트윅스㈜해바라기주유소","강서구","02-2600-4073","공중","정시(09:00~22:00)","주유소및충전소"," "," "," "," "," "," "
"2418","서울특별시 강서구 금낭화로17길 261","서울특별시 강서구 개화동 332-9","126.80520482","37.58314252","약사사","강서구","02-2600-4073","민간개방1","정시(09:00~18:00)","종교시설"," "," "," "," "," "," "
"2419","서울특별시 강서구 공항대로46길 97","서울특별시 강서구 화곡동 1118-3","126.85090538","37.55185794","유정빌딩","강서구","02-2600-4073","민간개방1","정시(09:00~18:00)","빌딩"," "," "," "," "," "," "
"2420","서울특별시 강서구 공항대로2가길 5","서울특별시 강서구 공항동 51-42","126.80893604","37.56036377","강서사랑나눔 푸드마켓","강서구","02-2600-4073","민간개방1","정시(09:00~18:00)","빌딩"," "," "," "," "," "," "
"2421","서울특별시 강서구 강서로 154","서울특별시 강서구 화곡동 1076-14","126.84151420","37.54071586","현대주유소","강서구","02-2600-4073","공중","정시(09:00~22:00)","주유소및충전소"," "," "," "," "," "," "
"2422","서울특별시 강서구 국회대로 251","서울특별시 강서구 화곡동 785-2","126.86296687","37.53003785","목화주유소","강서구","02-2600-4073","공중","정시(09:00~22:00)","주유소및충전소"," "," "," "," "," "," "
"2423","서울특별시 강서구 국회대로 225","서울특별시 강서구 화곡동 843-4","126.85978317","37.52961855","GS칼텍스㈜경인고속점","강서구","02-2600-4073","공중","정시(09:00~22:00)","주유소및충전소"," "," "," "," "," "," "
"2424","서울특별시 강서구 공항대로 432","서울특별시 강서구 화곡동 1125","126.85479205","37.55466372","하이웨이주유소","강서구","02-2600-4073","공중","정시(09:00~22:00)","주유소및충전소"," "," "," "," "," "," "
"2425","서울특별시 강서구 강서로 151","서울특별시 강서구 화곡동 402-2","126.84118245","37.54025840","화곡현대주유소","강서구","02-2600-4073","공중","정시(09:00~22:00)","주유소및충전소"," "," "," "," "," "," "
"2426","서울특별시 강서구 강서로45나길 16","서울특별시 강서구 내발산동 723-10","126.83573613","37.54874195","송화시장진흥협동조합","강서구","02-2600-4073","민간개방","정시(09:00~18:00)","민간"," "," "," "," "," "," "
"2427","서울특별시 강서구 곰달래로 69","서울특별시 강서구 화곡동 425-26","126.84024423","37.53030257","대은교회","강서구","02-2600-4073","민간개방1","정시(09:00~18:00)","종교시설"," "," "," "," "," "," "
"2428","서울특별시 강서구 등촌로5길 62-4","서울특별시 강서구 화곡동 801-9","126.86001542","37.53316191","남부골목시장","강서구","02-2600-4073","민간개방1","정시(09:00~18:00)","상가(전통시장)","남1,여1"," "," "," "," "," "
"2429","서울특별시 구로구 안양천동자전거길 701","서울특별시 구로구 구로동 621-9","126.87236337","37.50146767","족구장제방앞","구로구","02-850-0908","공중","상시","공원"," "," "," "," "," "," "
"2430","서울특별시 구로구 안양천서자전거길 714","서울특별시 구로구 고척동 279-1","126.86934835","37.50004813","동양미래대학앞제방","구로구","02-850-0908","공중","상시","공원"," "," "," "," "," "," "
"2431","서울특별시 구로구 안양천동자전거길 761","서울특별시 구로구 구로동 642-76","126.87099004","37.49508523","구일역제방앞","구로구","02-850-0908","공중","상시","공원"," "," "," "," "," "," "
"2432","서울특별시 구로구 개봉로2길 4","서울특별시 구로구 개봉동 372-1","126.86340616","37.49108689","목감천(목감교)","구로구","02-850-0908","공중","상시","공원"," ","손건조기2"," "," "," "," "
"2433","서울특별시 중구 난계로11길 52","서울특별시 중구 황학동 1010","127.02161277","37.56738772","황학동 주민센터 화장실(1층)","중구","02-3396-6892","공공개방","평일,토요일(09:00~18:00)","공공청사"," ","손건조기2"," "," "," "," "
"2434","서울특별시 중구 퇴계로 303-9","서울특별시 중구 광희동1가 252","127.00502372","37.56445257","광희동 주민센터(1~5층)","중구","02-3396-6669","공공개방","9:00~18:00","공공청사","남 : 양변기 1, 소변기 1 여 : 양변기 1","남 1, 여 1"," "," "," "," "
"2435","서울특별시 중구 남대문로1길 31-5","서울특별시 중구 북창동 20-5","126.97702644","37.56241415","소공동주민센터 공중화장실","중구","02-3396-6502","공공개방","평일 09:00~18:00,  토요일,일요일,공휴일 미개방","공공청사"," ","손건조기2  기저귀교환대1"," "," "," "," "
"2436","서울특별시 중구 동호로 296","서울특별시 중구 장충동2가 186-147","127.00324036","37.56076174","통일주유소(1층)","중구","02-3396-5474","공중","정시","주유소및충전소"," "," "," "," "," "," "
"2437","서울특별시 중구 장충단로 202","서울특별시 중구 장충동1가 31-1","127.00701871","37.56274589","장충주유소(1층)","중구","02-3396-5474","공중","정시","주유소및충전소"," "," "," "," "," "," "
"2438","서울특별시 중구 동호로 203","서울특별시 중구 신당동 357-6","127.00925954","37.55602973","장원주유소(1층)","중구","02-3396-5474","공중","정시","주유소및충전소"," "," "," "," "," "," "
"2439","서울특별시 중구 다산로 173","서울특별시 중구 신당동 337-14","127.01265097","37.55902923","약수주유소(1층)","중구","02-3396-5474","공중","정시","주유소및충전소"," "," "," "," "," "," "
"2440","서울특별시 중구 다산로 233","서울특별시 중구 무학동 12-2","127.01567635","37.56393260","화성주유소 장수에너지","중구","02-3396-5474","공중","정시","주유소및충전소"," "," "," "," "," "," "
"2441","서울특별시 중구 다산로 242","서울특별시 중구 신당동 101-9","127.01639709","37.56455815","신당동주유소(1층)","중구","02-3396-5472","공중","정시","주유소및충전소"," "," "," "," "," "," "
"2442","서울특별시 중구 퇴계로 190","서울특별시 중구 필동1가 30-1","126.99286482","37.56053947","매일경제","중구","02-2000-2561","민간개방1","정시","빌딩","남 : 양변기 3, 소변기 3 여 : 양변기 3"," "," "," "," "," "
"2443","서울특별시 중구 다산로36길 100","서울특별시 중구 신당동 850","127.01940103","37.55997560","동화동 주민센터 화장실(1층, 2층, 3층)","중구","02-3396-6860","공공개방","평일 09:00~21:00 토요일 09:00~17:00","공공청사"," ","손건조기6"," "," "," "," "
"2444","서울특별시 중구 다산로44길 85","서울특별시 중구 신당동 150-7","127.02185016","37.56512006","신당5동주민센터(1층)","중구","02-3396-6835","공공개방","정시","공공청사"," ","손건조기3"," "," "," "," "
"2445","서울특별시 중구 다산로 92","서울특별시 중구 신당동 366-15","127.00896828","37.55245674","약수동주민센터(1층)","중구","02-3396-6753","공공개방","9:00~18:00","공공청사","남 : 양변기 2, 소변기 2 여 : 양변기 2(장애인 1)"," "," "," "," "," "
"2446","서울특별시 중구 다산로33길 3","서울특별시 중구 신당동 300-6","127.01452174","37.56210261","신당동주민센터","중구","02-3396-6710","공중","평일 06:00 ~ 21:30 주말 08:00 ~ 17:00","화장실"," "," "," "," "," "," "
"2447","서울특별시 중구 충무로9길 20","서울특별시 중구 을지로3가 95-33","126.99129154","37.56695839","을지로동주민센터","중구","02-3396-6689","공공개방","9:00~18:00javascript:void(0);","공공청사","남 : 양변기 2, 소변기 2 여 : 양변기 2"," "," "," "," "," "
"2448","서울특별시 중구 왕십리로 403","서울특별시 중구 신당동 741","127.02545943","37.56466752","세화주유소(1층)","중구","02-3396-5472","공중","정시","주유소및충전소"," "," "," "," "," "," "
"2449","서울특별시 중구 퇴계로 196","서울특별시 중구 필동2가 3-1","126.99366005","37.56088324","필동주유소(1층)","중구","02-3396-5474","공중","정시","주유소및충전소"," ","손건조기2"," "," "," "," "
"3007","서울특별시 서대문구 연희로 286","서울특별시 서대문구 홍은동 426","126.93644525","37.58259004","한독빌딩 개방화장실","서대문구","02-396-0940","민간개방화장실","정시(08:00~22:00)","빌딩"," "," "," "," "," "," "
"3008","서울특별시 서대문구 모래내로 271","서울특별시 서대문구 홍은동 415-46","126.92803118","37.57711543","모래내설렁탕","서대문구","02-304-0311","민간개방1","상시","음식점"," "," "," "," "," "," "
"3009","서울특별시 서대문구 통일로 372","서울특별시 서대문구 홍제동 22-3","126.95014887","37.58356975","홍제동주유소 개방화장실","서대문구","02-736-3708","민간개방화장실","상시","주유소및충전소"," "," "," "," "," "," "
"3010","서울특별시 서대문구 성산로 255","서울특별시 서대문구 연희동 446-4","126.91897062","37.56773953","삼미서부주유소","서대문구","02-334-4919","공중","상시","주유소및충전소"," "," "," "," "," "," "
"3011","서울특별시 서대문구 모래내로 243","서울특별시 서대문구 남가좌동 329-34","126.92550457","37.57566464","남정주유소","서대문구","02-305-9828","공중","상시","주유소및충전소"," "," "," "," "," "," "
"3012","서울특별시 서대문구 가좌로 146","서울특별시 서대문구 홍은동 342-16","126.92380996","37.58506534","홍은주유소","서대문구","02-302-5110","공중","상시","주유소및충전소"," "," "," "," "," "," "
"3013","서울특별시 서대문구 연희로 129","서울특별시 서대문구 연희동 89-7","126.93253616","37.56925476","연희주유소 개방화장실","서대문구","02-338-8045","민간개방화장실","정시 (05~24)","주유소및충전소"," "," "," "," "," "," "
"3014","서울특별시 서대문구 연희로 78","서울특별시 서대문구 연희동 194-32","126.92991496","37.56501701","삼보주유소 개방화장실","서대문구","02-336-6151","민간개방화장실","상시","주유소및충전소"," "," "," "," "," "," "
"3015","서울특별시 강북구 한천로 939","서울특별시 강북구 번동 375-5","127.03407488","37.63414996","오얏골어린이공원화장실","강북구","02-901-6925","공원","24시간","남자: 대변기1 소변기1 / 여자: 대변기1","비상벨(여자2)"," "," "," "," "," "
"3016","서울특별시 강북구 한천로105길 23","서울특별시 강북구 번동 242-5","127.04651987","37.62373107","오현어린이공원화장실","강북구","02-901-6925","공원","24시간","남자: 대변기1 소변기1 / 여자: 대변기1","비상벨(여자)"," "," "," "," "," "
"3017","서울특별시 강북구 한천로105길 24","서울특별시 강북구 번동 241","127.04446263","37.62752973","벌리어린이공원화장실","강북구","02-901-6925","공원","24시간","남자: 대변기1 소변기1 / 여자: 대변기1","비상벨(여자) / 화장실 입구 CCTV 설치"," "," "," "," "," "
"3018","서울특별시 강북구 노해로23길 58","서울특별시 강북구 수유동 252-19","127.02043940","37.64572240","흰구름어린이공원화장실","강북구","02-901-6925","공원","24시간","남자: 대변기1 소변기2 / 여자: 대변기2","비상벨(여자) / 화장실 입구 CCTV"," "," "," "," "," "
"3019","서울특별시 강북구 도봉로95길 48","서울특별시 강북구 수유동 172-209","127.02679843","37.64240698","은모루어린이공원화장실","강북구","02-901-6925","공원","24시간","남자: 대변기2 소변기2 / 여자: 대변기2","비상벨(여자)"," "," "," "," "," "
"3020","서울특별시 강북구 오현로 208, 관리동 (번동, 번동주공아파트)","서울특별시 강북구 번동 239","127.04280185","37.62871272","번동3단지종합사회복지관 화장실","강북구","02-984-6777","공공기관","09:00 ~ 21:00","남자: 대변기1 소변기1 / 여자: 대변기2 / 장애인화장실: 남녀공용","비상벨(장애인1) / 화장실입구 CCTV 설치","1층 장애인화장실 / 2층 일반화장실"," "," "," "," "
"3021","서울특별시 강북구 삼양로80나길 56","서울특별시 강북구 수유동 49-7","127.02069907","37.63322817","색동어린이공원화장실","강북구","02-901-6925","공원","24시간","남자: 대변기1 / 여자: 대변기1"," "," "," "," "," "," "
"3022","서울특별시 강북구 한천로 1002","서울특별시 강북구 번동 461-68","127.03006199","37.63812192","북서울요양병원","강북구","02-900-7006","병원","09:00 ~ 20:00","남자: 대변기1 / 여자: 대변기1 / 장애인: 남녀구분","비상벨: 장애인2"," "," "," "," "," "
"3023","서울특별시 강북구 삼양로173길 86","서울특별시 강북구 우이동 186-5","127.00773210","37.66186027","우이동 만남의 광장 공중화장실","강북구","02-901-6934","공원","24시간","남자: 대변기3 소변기2 / 여자: 대변기4 / 장애인화장실: 남녀공용","비상벨(장애인1 여자5)"," "," "," "," "," "
"3024","서울특별시 강북구 한천로115길 20, 505동 (번동, 번동주공5단지아파트)","서울특별시 강북구 번동 228","127.03600297","37.63360749","번동5단지종합사회복지관","강북구","02-981-5077","공공기관","09:00 ~ 18:00","남자: 대변기2 소변기3 / 여자: 대변기3 / 장애인화장실: 남녀구분","비상벨: 장애인2 여자4 / 화장실입구 CCTV 설치"," "," "," "," "," "
"3025","서울특별시 강북구 삼양로92길 40","서울특별시 강북구 수유동 122","127.01871476","37.63569928","시립강북노인종합복지관 화장실","강북구","02-999-9179","기타"," ","남자: 대변기9 소변기14 / 여자: 대변기 13 / 장애인화장실: 남녀구분","비상벨: 장애인8 남자4 여자8"," "," "," "," "," "
"3026","서울특별시 강북구 한천로 897","서울특별시 강북구 번동 232","127.03875326","37.63210957","강북구 보건소","강북구","02-901-7612","공공기관","09:00 ~ 18:00","남자: 대변기1 소변기2 / 여자: 대변기2 / 장애인: 남녀구분"," "," "," "," "," "," "
"3027","서울특별시 강북구 도봉로 374","서울특별시 강북구 번동 463-63","127.02849111","37.64025153","서울현대병원","강북구","02-994-1156","병원","24시간","남자: 대변기1 소변기2 / 여자: 대변기2 / 장애인: 남녀공용","화장실 입구 CCTV 설치"," "," "," "," "," "
"3028","서울특별시 강북구 한천로 911","서울특별시 강북구 번동 365-1","127.03816417","37.63306109","강북소방서","강북구","02-6946-0250","공공기관","09:00 ~ 18:00(주말 미개방)","남자: 대변기3 소변기3 / 여자: 대변기6(장애인화장실 남녀구분)"," "," "," "," "," "," "
"3029","서울특별시 강북구 삼각산로 85","서울특별시 강북구 수유동 605-328","127.01298182","37.64053907","강북문화예술회관 화장실","강북구","02-944-3065","공공개방","정시","공용시설","남1,여1(별도장애인실)","기저귀교환대1,비상벨1,손건조기1"," "," "," "," "
"3030","서울특별시 강북구 솔샘로 177","서울특별시 강북구 미아동 1354-4","127.01240246","37.62047761","삼양동 자치회관","강북구"," ","공공개방","정시","공공시설"," "," "," "," "," "," "
"3031","서울특별시 강북구 도봉로27길 90","서울특별시 강북구 미아동 337-1","127.02347863","37.61931250","송천동 자치회관","강북구"," ","공공개방","정시","공공시설"," "," "," "," "," "," "
"3032","서울특별시 강북구 도봉로20나길 6","서울특별시 강북구 미아동 138-11","127.02993750","37.61831308","송중동 자치회관 화장실","강북구"," ","공공개방","정시","공공시설"," "," "," "," "," "," "
"3033","서울특별시 도봉구 시루봉로 62-7","서울특별시 도봉구 쌍문동 59-7","127.02840717","37.65648760","쌍문4동주민센터","도봉구","02-2091-3253","공공개방","정시","공공청사"," "," "," "," "," "," "
"3034","서울특별시 도봉구 방학로3길 117","서울특별시 도봉구 쌍문동 570","127.03877316","37.65797567","쌍문2동주민센터","도봉구","02-2091-3253","공공개방","정시","공공청사"," "," "," "," "," "," "
"3035","서울특별시 도봉구 노해로 147","서울특별시 도봉구 쌍문동 378-45","127.02603223","37.64799371","쌍문1동주민센터","도봉구","02-2091-3253","공공개방","정시","공공청사","남1, 여1"," "," "," "," "," "
"3036","서울특별시 도봉구 우이천로 226","서울특별시 도봉구 창동 585-66","127.03439806","37.63935441","우이천변 공중화장실(하류)","도봉구","02-2091-3253","공중","상시","공원"," "," "," "," "," "," "
"3037","서울특별시 도봉구 우이천로 228","서울특별시 도봉구 창동 632-53","127.03410110","37.63954000","우이천변 공중화장실(상류)","도봉구","02-2091-3253","공중","상시","공원"," "," "," "," "," "," "
"3038","서울특별시 도봉구 방학로11길 36, 5동 (방학동, 벽산아파트)","서울특별시 도봉구 방학동 275","127.03115040","37.65977298","발바닥공원","도봉구","02-2091-3253","공중","상시","공원","남1"," "," "," "," "," "
"3039","서울특별시 도봉구 노해로70길 86","서울특별시 도봉구 창동 28","127.05086778","37.64756504","월천근린공원","도봉구","02-2091-3253","공중","상시","공원"," "," "," "," "," "," "
"3040","서울특별시 도봉구 덕릉로59길 73-3","서울특별시 도봉구 창동 632-73","127.03558410","37.64141735","창2동주민센터","도봉구","02-2091-3253","공공개방","정시","공공청사"," "," "," "," "," "," "
"3041","서울특별시 도봉구 시루봉로 94","서울특별시 도봉구 방학동 481-5","127.02791379","37.65918546","방학3동주민센터","도봉구","02-2091-3253","공공개방","정시","공공청사","남1, 여1, 공용1"," "," "," "," "," "
"3042","서울특별시 도봉구 방학로2길 27","서울특별시 도봉구 방학동 687-27","127.04066444","37.66422637","방학1동주민센터","도봉구","02-2091-3253","공공개방","정시","공공청사","공용1"," "," "," "," "," "
"3043","서울특별시 도봉구 덕릉로 334-19","서울특별시 도봉구 창동  산 183","127.04567668","37.64373068","초안산 세대공감공원","도봉구","02-2091-3253","공중","상시","공원","남1"," "," "," "," "," "
"3044","서울특별시 도봉구 덕릉로66길 53","서울특별시 도봉구 창동 38-5","127.05224565","37.64435963","대창어린이공원","도봉구","02-2091-3253","공중","상시","공원"," "," "," "," "," "," "
"3045","서울특별시 도봉구 해등로 32-18","서울특별시 도봉구 창동 367","127.04498992","37.64658309","뱃골어린이공원","도봉구","02-2091-3253","공중","상시","공원"," "," "," "," "," "," "
"3624","서울특별시 양천구 신월로 99-1","서울특별시 양천구 신월동 987-2","126.83381735","37.51801901","신월공원","양천구","02-2620-3430","공중","상시(연중 개방)","공원"," ","손건조기2"," "," "," "," "
"3625","서울특별시 양천구 지양로 47","서울특별시 양천구 신월동 987","126.83488602","37.51973807","독서공원","양천구","02-2620-3430","공중","상시(연중 개방)","공원"," ","손건조기2"," "," "," "," "
"3626","서울특별시 양천구 남부순환로72길 16","서울특별시 양천구 신월동 977","126.83651505","37.52112283","오솔길공원","양천구","02-2620-3430","공중","상시(연중 개방)","공원"," ","손건조기2"," "," "," "," "
"3627","서울특별시 양천구 지양로7길 27-5","서울특별시 양천구 신월동 956","126.83255212","37.51990921","한울공원","양천구","02-2620-3430","공중","상시(연중 개방)","공원"," ","손건조기2"," "," "," "," "
"3628","서울특별시 양천구 지양로13길 11","서울특별시 양천구 신월동 936","126.83095996","37.52219310","양지공원","양천구","02-2620-3430","공중","상시(연중 개방)","공원"," ","손건조기2"," "," "," "," "
"3629","서울특별시 양천구 목동남로 106-23","서울특별시 양천구 신정동 163-55","126.87001580","37.50961570","갈산공원(교통안전교육장)","양천구","02-2620-3430","공중","상시(연중 개방)","공원"," ","손건조기2"," "," "," "," "
"3630","서울특별시 양천구 목동동로 111","서울특별시 양천구 신정동 320","126.86814679","37.51800871","양천공원","양천구","02-2620-3586","공중","상시(연중 개방)","공원"," ","손건조기2"," "," "," "," "
"3631","서울특별시 양천구 중앙로 248","서울특별시 양천구 신정동 1032-14","126.85375654","37.51879826","나눔누리센터","양천구","02-2620-3389","공중"," "," "," ","손건조기2"," "," "," "," "
"3632"," ","서울특별시 양천구 목동  917-1","126.87497672","37.52823056","기독교방송","양천구","02-2620-3430","민간개방1","정시","빌딩"," ","손건조기2"," "," "," "," "
